model_type,method,outcome,subset,panel,n_test,n_events_test,concordance_test,time_window,concordance_lower,concordance_upper
penalized_cox,PopRI,periop_infection,all,CBC,1854,58,0.408,30,0.2752,0.6184
gbm,PopRI,periop_infection,all_eval_pop_normal,CBC,1853,58,0.5447,all,,
gbm,PopRI,periop_infection,all_eval_pop_normal,CBC,1853,58,0.5447,1,,
gbm,PopRI,periop_infection,all_eval_pop_normal,CBC,1853,58,0.5447,2,,
gbm,PopRI,periop_infection,all_eval_pop_normal,CBC,1853,58,0.5447,7,,
gbm,PopRI,periop_infection,all_eval_pop_normal,CBC,1853,58,0.5447,14,,
gbm,PopRI,periop_infection,all_eval_pop_normal,CBC,1853,58,0.5447,30,,
penalized_cox,PopRI,periop_infection,all_eval_pop_normal,CBC,1853,58,0.4078,all,0.2591,0.5905
penalized_cox,PopRI,periop_infection,all_eval_pop_normal,CBC,1853,58,0.4078,1,0.2591,0.5905
penalized_cox,PopRI,periop_infection,all_eval_pop_normal,CBC,1853,58,0.4078,2,0.2591,0.5905
penalized_cox,PopRI,periop_infection,all_eval_pop_normal,CBC,1853,58,0.4078,7,0.2591,0.5905
penalized_cox,PopRI,periop_infection,all_eval_pop_normal,CBC,1853,58,0.4078,14,0.2591,0.5905
penalized_cox,PopRI,periop_infection,all_eval_pop_normal,CBC,1853,58,0.4078,30,0.2591,0.5905
gbm,PopRI,periop_infection,all,BMP,1853,58,0.3507,all,,
gbm,PopRI,periop_infection,all,BMP,1853,58,0.3507,1,,
gbm,PopRI,periop_infection,all,BMP,1853,58,0.3507,2,,
gbm,PopRI,periop_infection,all,BMP,1853,58,0.3507,7,,
gbm,PopRI,periop_infection,all,BMP,1853,58,0.3507,14,,
gbm,PopRI,periop_infection,all,BMP,1853,58,0.3507,30,,
penalized_cox,PopRI,periop_infection,all,BMP,1853,58,0.2599,all,0.1496,0.3752
penalized_cox,PopRI,periop_infection,all,BMP,1853,58,0.2599,1,0.1496,0.3752
penalized_cox,PopRI,periop_infection,all,BMP,1853,58,0.2599,2,0.1496,0.3752
penalized_cox,PopRI,periop_infection,all,BMP,1853,58,0.2599,7,0.1496,0.3752
penalized_cox,PopRI,periop_infection,all,BMP,1853,58,0.2599,14,0.1496,0.3752
penalized_cox,PopRI,periop_infection,all,BMP,1853,58,0.2599,30,0.1496,0.3752
gbm,PopRI,periop_infection,all_eval_pop_normal,BMP,1853,58,0.3507,all,,
gbm,PopRI,periop_infection,all_eval_pop_normal,BMP,1853,58,0.3507,1,,
gbm,PopRI,periop_infection,all_eval_pop_normal,BMP,1853,58,0.3507,2,,
gbm,PopRI,periop_infection,all_eval_pop_normal,BMP,1853,58,0.3507,7,,
gbm,PopRI,periop_infection,all_eval_pop_normal,BMP,1853,58,0.3507,14,,
gbm,PopRI,periop_infection,all_eval_pop_normal,BMP,1853,58,0.3507,30,,
penalized_cox,PopRI,periop_infection,all_eval_pop_normal,BMP,1853,58,0.2599,all,0.1496,0.3752
penalized_cox,PopRI,periop_infection,all_eval_pop_normal,BMP,1853,58,0.2599,1,0.1496,0.3752
penalized_cox,PopRI,periop_infection,all_eval_pop_normal,BMP,1853,58,0.2599,2,0.1496,0.3752
penalized_cox,PopRI,periop_infection,all_eval_pop_normal,BMP,1853,58,0.2599,7,0.1496,0.3752
penalized_cox,PopRI,periop_infection,all_eval_pop_normal,BMP,1853,58,0.2599,14,0.1496,0.3752
penalized_cox,PopRI,periop_infection,all_eval_pop_normal,BMP,1853,58,0.2599,30,0.1496,0.3752
gbm,PopRI,periop_infection,all,HFP,1461,54,0.391,all,,
gbm,PopRI,periop_infection,all,HFP,1461,54,0.391,1,,
gbm,PopRI,periop_infection,all,HFP,1461,54,0.391,2,,
gbm,PopRI,periop_infection,all,HFP,1461,54,0.391,7,,
gbm,PopRI,periop_infection,all,HFP,1461,54,0.391,14,,
gbm,PopRI,periop_infection,all,HFP,1461,54,0.391,30,,
penalized_cox,PopRI,periop_infection,all,HFP,1461,54,0.6185,all,0.4595,0.7659
penalized_cox,PopRI,periop_infection,all,HFP,1461,54,0.6185,1,0.4595,0.7659
penalized_cox,PopRI,periop_infection,all,HFP,1461,54,0.6185,2,0.4595,0.7659
penalized_cox,PopRI,periop_infection,all,HFP,1461,54,0.6185,7,0.4595,0.7659
penalized_cox,PopRI,periop_infection,all,HFP,1461,54,0.6185,14,0.4595,0.7659
penalized_cox,PopRI,periop_infection,all,HFP,1461,54,0.6185,30,0.4595,0.7659
gbm,PopRI,periop_infection,all_eval_pop_normal,HFP,1461,54,0.391,all,,
gbm,PopRI,periop_infection,all_eval_pop_normal,HFP,1461,54,0.391,1,,
gbm,PopRI,periop_infection,all_eval_pop_normal,HFP,1461,54,0.391,2,,
gbm,PopRI,periop_infection,all_eval_pop_normal,HFP,1461,54,0.391,7,,
gbm,PopRI,periop_infection,all_eval_pop_normal,HFP,1461,54,0.391,14,,
gbm,PopRI,periop_infection,all_eval_pop_normal,HFP,1461,54,0.391,30,,
penalized_cox,PopRI,periop_infection,all_eval_pop_normal,HFP,1461,54,0.6185,all,0.4595,0.7659
penalized_cox,PopRI,periop_infection,all_eval_pop_normal,HFP,1461,54,0.6185,1,0.4595,0.7659
penalized_cox,PopRI,periop_infection,all_eval_pop_normal,HFP,1461,54,0.6185,2,0.4595,0.7659
penalized_cox,PopRI,periop_infection,all_eval_pop_normal,HFP,1461,54,0.6185,7,0.4595,0.7659
penalized_cox,PopRI,periop_infection,all_eval_pop_normal,HFP,1461,54,0.6185,14,0.4595,0.7659
penalized_cox,PopRI,periop_infection,all_eval_pop_normal,HFP,1461,54,0.6185,30,0.4595,0.7659
gbm,PerRI,periop_infection,all,all,1928,58,0.393,all,,
gbm,PerRI,periop_infection,all,all,1928,58,0.393,1,,
gbm,PerRI,periop_infection,all,all,1928,58,0.393,2,,
gbm,PerRI,periop_infection,all,all,1928,58,0.393,7,,
gbm,PerRI,periop_infection,all,all,1928,58,0.393,14,,
gbm,PerRI,periop_infection,all,all,1928,58,0.393,30,,
penalized_cox,PerRI,periop_infection,all,all,1928,58,0.3193,1,0.1413,0.5392
penalized_cox,PerRI,periop_infection,all,all,1928,58,0.3193,2,0.1413,0.5392
penalized_cox,PerRI,periop_infection,all,all,1928,58,0.3193,7,0.1413,0.5392
penalized_cox,PerRI,periop_infection,all,all,1928,58,0.3193,14,0.1413,0.5392
penalized_cox,PerRI,periop_infection,all,all,1928,58,0.3193,30,0.1413,0.5392
gbm,PerRI,periop_infection,all_eval_pop_normal,all,1927,58,0.393,all,,
gbm,PerRI,periop_infection,all_eval_pop_normal,all,1927,58,0.393,1,,
gbm,PerRI,periop_infection,all_eval_pop_normal,all,1927,58,0.393,2,,
gbm,PerRI,periop_infection,all_eval_pop_normal,all,1927,58,0.393,7,,
gbm,PerRI,periop_infection,all_eval_pop_normal,all,1927,58,0.393,14,,
gbm,PerRI,periop_infection,all_eval_pop_normal,all,1927,58,0.393,30,,
penalized_cox,PerRI,periop_infection,all_eval_pop_normal,all,1927,58,0.3193,1,0.1565,0.5259
penalized_cox,PerRI,periop_infection,all_eval_pop_normal,all,1927,58,0.3193,2,0.1565,0.5259
penalized_cox,PerRI,periop_infection,all_eval_pop_normal,all,1927,58,0.3193,7,0.1565,0.5259
penalized_cox,PerRI,periop_infection,all_eval_pop_normal,all,1927,58,0.3193,14,0.1565,0.5259
penalized_cox,PerRI,periop_infection,all_eval_pop_normal,all,1927,58,0.3193,30,0.1565,0.5259
gbm,PerRI,periop_infection,all,CBC,1854,58,0.5463,all,,
gbm,PerRI,periop_infection,all,CBC,1854,58,0.5463,1,,
gbm,PerRI,periop_infection,all,CBC,1854,58,0.5463,2,,
gbm,PerRI,periop_infection,all,CBC,1854,58,0.5463,7,,
gbm,PerRI,periop_infection,all,CBC,1854,58,0.5463,14,,
gbm,PerRI,periop_infection,all,CBC,1854,58,0.5463,30,,
penalized_cox,PerRI,periop_infection,all,CBC,1854,58,0.4645,all,0.3067,0.6537
penalized_cox,PerRI,periop_infection,all,CBC,1854,58,0.4645,1,0.3067,0.6537
penalized_cox,PerRI,periop_infection,all,CBC,1854,58,0.4645,2,0.3067,0.6537
penalized_cox,PerRI,periop_infection,all,CBC,1854,58,0.4645,7,0.3067,0.6537
penalized_cox,PerRI,periop_infection,all,CBC,1854,58,0.4645,14,0.3067,0.6537
penalized_cox,PerRI,periop_infection,all,CBC,1854,58,0.4645,30,0.3067,0.6537
gbm,PerRI,periop_infection,all_eval_pop_normal,CBC,1853,58,0.5463,all,,
gbm,PerRI,periop_infection,all_eval_pop_normal,CBC,1853,58,0.5463,1,,
gbm,PerRI,periop_infection,all_eval_pop_normal,CBC,1853,58,0.5463,2,,
gbm,PerRI,periop_infection,all_eval_pop_normal,CBC,1853,58,0.5463,7,,
gbm,PerRI,periop_infection,all_eval_pop_normal,CBC,1853,58,0.5463,14,,
gbm,PerRI,periop_infection,all_eval_pop_normal,CBC,1853,58,0.5463,30,,
penalized_cox,PerRI,periop_infection,all_eval_pop_normal,CBC,1853,58,0.4643,all,0.3014,0.6251
penalized_cox,PerRI,periop_infection,all_eval_pop_normal,CBC,1853,58,0.4643,1,0.3014,0.6251
penalized_cox,PerRI,periop_infection,all_eval_pop_normal,CBC,1853,58,0.4643,2,0.3014,0.6251
penalized_cox,PerRI,periop_infection,all_eval_pop_normal,CBC,1853,58,0.4643,7,0.3014,0.6251
penalized_cox,PerRI,periop_infection,all_eval_pop_normal,CBC,1853,58,0.4643,14,0.3014,0.6251
penalized_cox,PerRI,periop_infection,all_eval_pop_normal,CBC,1853,58,0.4643,30,0.3014,0.6251
gbm,PerRI,periop_infection,all,BMP,1853,58,0.4063,all,,
gbm,PerRI,periop_infection,all,BMP,1853,58,0.4063,1,,
gbm,PerRI,periop_infection,all,BMP,1853,58,0.4063,2,,
gbm,PerRI,periop_infection,all,BMP,1853,58,0.4063,7,,
gbm,PerRI,periop_infection,all,BMP,1853,58,0.4063,14,,
gbm,PerRI,periop_infection,all,BMP,1853,58,0.4063,30,,
penalized_cox,PerRI,periop_infection,all,BMP,1853,58,0.3142,all,0.1519,0.4781
penalized_cox,PerRI,periop_infection,all,BMP,1853,58,0.3142,1,0.1519,0.4781
penalized_cox,PerRI,periop_infection,all,BMP,1853,58,0.3142,2,0.1519,0.4781
penalized_cox,PerRI,periop_infection,all,BMP,1853,58,0.3142,7,0.1519,0.4781
penalized_cox,PerRI,periop_infection,all,BMP,1853,58,0.3142,14,0.1519,0.4781
penalized_cox,PerRI,periop_infection,all,BMP,1853,58,0.3142,30,0.1519,0.4781
gbm,PerRI,periop_infection,all_eval_pop_normal,BMP,1853,58,0.4063,all,,
gbm,PerRI,periop_infection,all_eval_pop_normal,BMP,1853,58,0.4063,1,,
gbm,PerRI,periop_infection,all_eval_pop_normal,BMP,1853,58,0.4063,2,,
gbm,PerRI,periop_infection,all_eval_pop_normal,BMP,1853,58,0.4063,7,,
gbm,PerRI,periop_infection,all_eval_pop_normal,BMP,1853,58,0.4063,14,,
gbm,PerRI,periop_infection,all_eval_pop_normal,BMP,1853,58,0.4063,30,,
penalized_cox,PerRI,periop_infection,all_eval_pop_normal,BMP,1853,58,0.3142,all,0.1519,0.4781
penalized_cox,PerRI,periop_infection,all_eval_pop_normal,BMP,1853,58,0.3142,1,0.1519,0.4781
penalized_cox,PerRI,periop_infection,all_eval_pop_normal,BMP,1853,58,0.3142,2,0.1519,0.4781
penalized_cox,PerRI,periop_infection,all_eval_pop_normal,BMP,1853,58,0.3142,7,0.1519,0.4781
penalized_cox,PerRI,periop_infection,all_eval_pop_normal,BMP,1853,58,0.3142,14,0.1519,0.4781
penalized_cox,PerRI,periop_infection,all_eval_pop_normal,BMP,1853,58,0.3142,30,0.1519,0.4781
gbm,PerRI,periop_infection,all,HFP,1461,54,0.5026,all,,
gbm,PerRI,periop_infection,all,HFP,1461,54,0.5026,1,,
gbm,PerRI,periop_infection,all,HFP,1461,54,0.5026,2,,
gbm,PerRI,periop_infection,all,HFP,1461,54,0.5026,7,,
gbm,PerRI,periop_infection,all,HFP,1461,54,0.5026,14,,
gbm,PerRI,periop_infection,all,HFP,1461,54,0.5026,30,,
penalized_cox,PerRI,periop_infection,all,HFP,1461,54,0.5536,all,0.4297,0.6594
penalized_cox,PerRI,periop_infection,all,HFP,1461,54,0.5536,1,0.4297,0.6594
penalized_cox,PerRI,periop_infection,all,HFP,1461,54,0.5536,2,0.4297,0.6594
penalized_cox,PerRI,periop_infection,all,HFP,1461,54,0.5536,7,0.4297,0.6594
penalized_cox,PerRI,periop_infection,all,HFP,1461,54,0.5536,14,0.4297,0.6594
penalized_cox,PerRI,periop_infection,all,HFP,1461,54,0.5536,30,0.4297,0.6594
gbm,PerRI,periop_infection,all_eval_pop_normal,HFP,1461,54,0.5026,all,,
gbm,PerRI,periop_infection,all_eval_pop_normal,HFP,1461,54,0.5026,1,,
gbm,PerRI,periop_infection,all_eval_pop_normal,HFP,1461,54,0.5026,2,,
gbm,PerRI,periop_infection,all_eval_pop_normal,HFP,1461,54,0.5026,7,,
gbm,PerRI,periop_infection,all_eval_pop_normal,HFP,1461,54,0.5026,14,,
gbm,PerRI,periop_infection,all_eval_pop_normal,HFP,1461,54,0.5026,30,,
penalized_cox,PerRI,periop_infection,all_eval_pop_normal,HFP,1461,54,0.5536,all,0.4297,0.6594
penalized_cox,PerRI,periop_infection,all_eval_pop_normal,HFP,1461,54,0.5536,1,0.4297,0.6594
penalized_cox,PerRI,periop_infection,all_eval_pop_normal,HFP,1461,54,0.5536,2,0.4297,0.6594
penalized_cox,PerRI,periop_infection,all_eval_pop_normal,HFP,1461,54,0.5536,7,0.4297,0.6594
penalized_cox,PerRI,periop_infection,all_eval_pop_normal,HFP,1461,54,0.5536,14,0.4297,0.6594
penalized_cox,PerRI,periop_infection,all_eval_pop_normal,HFP,1461,54,0.5536,30,0.4297,0.6594
gbm,NORMA_334f7e21,periop_infection,all,all,1928,58,0.3542,all,,
gbm,NORMA_334f7e21,periop_infection,all,all,1928,58,0.3542,1,,
gbm,NORMA_334f7e21,periop_infection,all,all,1928,58,0.3542,2,,
gbm,NORMA_334f7e21,periop_infection,all,all,1928,58,0.3542,7,,
gbm,NORMA_334f7e21,periop_infection,all,all,1928,58,0.3542,14,,
gbm,NORMA_334f7e21,periop_infection,all,all,1928,58,0.3542,30,,
penalized_cox,NORMA_334f7e21,periop_infection,all,all,1928,58,0.3131,1,0.1787,0.4902
penalized_cox,NORMA_334f7e21,periop_infection,all,all,1928,58,0.3131,2,0.1787,0.4902
penalized_cox,NORMA_334f7e21,periop_infection,all,all,1928,58,0.3131,7,0.1787,0.4902
penalized_cox,NORMA_334f7e21,periop_infection,all,all,1928,58,0.3131,14,0.1787,0.4902
penalized_cox,NORMA_334f7e21,periop_infection,all,all,1928,58,0.3131,30,0.1787,0.4902
gbm,NORMA_334f7e21,periop_infection,all_eval_pop_normal,all,1927,58,0.3542,all,,
gbm,NORMA_334f7e21,periop_infection,all_eval_pop_normal,all,1927,58,0.3542,1,,
gbm,NORMA_334f7e21,periop_infection,all_eval_pop_normal,all,1927,58,0.3542,2,,
gbm,NORMA_334f7e21,periop_infection,all_eval_pop_normal,all,1927,58,0.3542,7,,
gbm,NORMA_334f7e21,periop_infection,all_eval_pop_normal,all,1927,58,0.3542,14,,
gbm,NORMA_334f7e21,periop_infection,all_eval_pop_normal,all,1927,58,0.3542,30,,
penalized_cox,NORMA_334f7e21,periop_infection,all_eval_pop_normal,all,1927,58,0.3131,1,0.1869,0.4736
penalized_cox,NORMA_334f7e21,periop_infection,all_eval_pop_normal,all,1927,58,0.3131,2,0.1869,0.4736
penalized_cox,NORMA_334f7e21,periop_infection,all_eval_pop_normal,all,1927,58,0.3131,7,0.1869,0.4736
penalized_cox,NORMA_334f7e21,periop_infection,all_eval_pop_normal,all,1927,58,0.3131,14,0.1869,0.4736
penalized_cox,NORMA_334f7e21,periop_infection,all_eval_pop_normal,all,1927,58,0.3131,30,0.1869,0.4736
gbm,NORMA_334f7e21,periop_infection,all,CBC,1854,58,0.5519,all,,
gbm,NORMA_334f7e21,periop_infection,all,CBC,1854,58,0.5519,1,,
gbm,NORMA_334f7e21,periop_infection,all,CBC,1854,58,0.5519,2,,
gbm,NORMA_334f7e21,periop_infection,all,CBC,1854,58,0.5519,7,,
gbm,NORMA_334f7e21,periop_infection,all,CBC,1854,58,0.5519,14,,
gbm,NORMA_334f7e21,periop_infection,all,CBC,1854,58,0.5519,30,,
penalized_cox,NORMA_334f7e21,periop_infection,all,CBC,1854,58,0.4488,all,0.3055,0.6408
penalized_cox,NORMA_334f7e21,periop_infection,all,CBC,1854,58,0.4488,1,0.3055,0.6408
penalized_cox,NORMA_334f7e21,periop_infection,all,CBC,1854,58,0.4488,2,0.3055,0.6408
penalized_cox,NORMA_334f7e21,periop_infection,all,CBC,1854,58,0.4488,7,0.3055,0.6408
penalized_cox,NORMA_334f7e21,periop_infection,all,CBC,1854,58,0.4488,14,0.3055,0.6408
penalized_cox,NORMA_334f7e21,periop_infection,all,CBC,1854,58,0.4488,30,0.3055,0.6408
gbm,NORMA_334f7e21,periop_infection,all_eval_pop_normal,CBC,1853,58,0.552,all,,
gbm,NORMA_334f7e21,periop_infection,all_eval_pop_normal,CBC,1853,58,0.552,1,,
gbm,NORMA_334f7e21,periop_infection,all_eval_pop_normal,CBC,1853,58,0.552,2,,
gbm,NORMA_334f7e21,periop_infection,all_eval_pop_normal,CBC,1853,58,0.552,7,,
gbm,NORMA_334f7e21,periop_infection,all_eval_pop_normal,CBC,1853,58,0.552,14,,
gbm,NORMA_334f7e21,periop_infection,all_eval_pop_normal,CBC,1853,58,0.552,30,,
penalized_cox,NORMA_334f7e21,periop_infection,all_eval_pop_normal,CBC,1853,58,0.4486,all,0.3152,0.6141
penalized_cox,NORMA_334f7e21,periop_infection,all_eval_pop_normal,CBC,1853,58,0.4486,1,0.3152,0.6141
penalized_cox,NORMA_334f7e21,periop_infection,all_eval_pop_normal,CBC,1853,58,0.4486,2,0.3152,0.6141
penalized_cox,NORMA_334f7e21,periop_infection,all_eval_pop_normal,CBC,1853,58,0.4486,7,0.3152,0.6141
penalized_cox,NORMA_334f7e21,periop_infection,all_eval_pop_normal,CBC,1853,58,0.4486,14,0.3152,0.6141
penalized_cox,NORMA_334f7e21,periop_infection,all_eval_pop_normal,CBC,1853,58,0.4486,30,0.3152,0.6141
gbm,NORMA_334f7e21,periop_infection,all,BMP,1853,58,0.3214,all,,
gbm,NORMA_334f7e21,periop_infection,all,BMP,1853,58,0.3214,1,,
gbm,NORMA_334f7e21,periop_infection,all,BMP,1853,58,0.3214,2,,
gbm,NORMA_334f7e21,periop_infection,all,BMP,1853,58,0.3214,7,,
gbm,NORMA_334f7e21,periop_infection,all,BMP,1853,58,0.3214,14,,
gbm,NORMA_334f7e21,periop_infection,all,BMP,1853,58,0.3214,30,,
penalized_cox,NORMA_334f7e21,periop_infection,all,BMP,1853,58,0.2746,all,0.1591,0.4079
penalized_cox,NORMA_334f7e21,periop_infection,all,BMP,1853,58,0.2746,1,0.1591,0.4079
penalized_cox,NORMA_334f7e21,periop_infection,all,BMP,1853,58,0.2746,2,0.1591,0.4079
penalized_cox,NORMA_334f7e21,periop_infection,all,BMP,1853,58,0.2746,7,0.1591,0.4079
penalized_cox,NORMA_334f7e21,periop_infection,all,BMP,1853,58,0.2746,14,0.1591,0.4079
penalized_cox,NORMA_334f7e21,periop_infection,all,BMP,1853,58,0.2746,30,0.1591,0.4079
gbm,NORMA_334f7e21,periop_infection,all_eval_pop_normal,BMP,1853,58,0.3214,all,,
gbm,NORMA_334f7e21,periop_infection,all_eval_pop_normal,BMP,1853,58,0.3214,1,,
gbm,NORMA_334f7e21,periop_infection,all_eval_pop_normal,BMP,1853,58,0.3214,2,,
gbm,NORMA_334f7e21,periop_infection,all_eval_pop_normal,BMP,1853,58,0.3214,7,,
gbm,NORMA_334f7e21,periop_infection,all_eval_pop_normal,BMP,1853,58,0.3214,14,,
gbm,NORMA_334f7e21,periop_infection,all_eval_pop_normal,BMP,1853,58,0.3214,30,,
penalized_cox,NORMA_334f7e21,periop_infection,all_eval_pop_normal,BMP,1853,58,0.2746,all,0.1591,0.4079
penalized_cox,NORMA_334f7e21,periop_infection,all_eval_pop_normal,BMP,1853,58,0.2746,1,0.1591,0.4079
penalized_cox,NORMA_334f7e21,periop_infection,all_eval_pop_normal,BMP,1853,58,0.2746,2,0.1591,0.4079
penalized_cox,NORMA_334f7e21,periop_infection,all_eval_pop_normal,BMP,1853,58,0.2746,7,0.1591,0.4079
penalized_cox,NORMA_334f7e21,periop_infection,all_eval_pop_normal,BMP,1853,58,0.2746,14,0.1591,0.4079
penalized_cox,NORMA_334f7e21,periop_infection,all_eval_pop_normal,BMP,1853,58,0.2746,30,0.1591,0.4079
gbm,NORMA_334f7e21,periop_infection,all,HFP,1461,54,0.5027,all,,
gbm,NORMA_334f7e21,periop_infection,all,HFP,1461,54,0.5027,1,,
gbm,NORMA_334f7e21,periop_infection,all,HFP,1461,54,0.5027,2,,
gbm,NORMA_334f7e21,periop_infection,all,HFP,1461,54,0.5027,7,,
gbm,NORMA_334f7e21,periop_infection,all,HFP,1461,54,0.5027,14,,
gbm,NORMA_334f7e21,periop_infection,all,HFP,1461,54,0.5027,30,,
penalized_cox,NORMA_334f7e21,periop_infection,all,HFP,1461,54,0.5027,all,0.3583,0.6509
penalized_cox,NORMA_334f7e21,periop_infection,all,HFP,1461,54,0.5027,1,0.3583,0.6509
penalized_cox,NORMA_334f7e21,periop_infection,all,HFP,1461,54,0.5027,2,0.3583,0.6509
penalized_cox,NORMA_334f7e21,periop_infection,all,HFP,1461,54,0.5027,7,0.3583,0.6509
penalized_cox,NORMA_334f7e21,periop_infection,all,HFP,1461,54,0.5027,14,0.3583,0.6509
penalized_cox,NORMA_334f7e21,periop_infection,all,HFP,1461,54,0.5027,30,0.3583,0.6509
gbm,NORMA_334f7e21,periop_infection,all_eval_pop_normal,HFP,1461,54,0.5027,all,,
gbm,NORMA_334f7e21,periop_infection,all_eval_pop_normal,HFP,1461,54,0.5027,1,,
gbm,NORMA_334f7e21,periop_infection,all_eval_pop_normal,HFP,1461,54,0.5027,2,,
gbm,NORMA_334f7e21,periop_infection,all_eval_pop_normal,HFP,1461,54,0.5027,7,,
gbm,NORMA_334f7e21,periop_infection,all_eval_pop_normal,HFP,1461,54,0.5027,14,,
gbm,NORMA_334f7e21,periop_infection,all_eval_pop_normal,HFP,1461,54,0.5027,30,,
penalized_cox,NORMA_334f7e21,periop_infection,all_eval_pop_normal,HFP,1461,54,0.5027,all,0.3583,0.6509
penalized_cox,NORMA_334f7e21,periop_infection,all_eval_pop_normal,HFP,1461,54,0.5027,1,0.3583,0.6509
penalized_cox,NORMA_334f7e21,periop_infection,all_eval_pop_normal,HFP,1461,54,0.5027,2,0.3583,0.6509
penalized_cox,NORMA_334f7e21,periop_infection,all_eval_pop_normal,HFP,1461,54,0.5027,7,0.3583,0.6509
penalized_cox,NORMA_334f7e21,periop_infection,all_eval_pop_normal,HFP,1461,54,0.5027,14,0.3583,0.6509
penalized_cox,NORMA_334f7e21,periop_infection,all_eval_pop_normal,HFP,1461,54,0.5027,30,0.3583,0.6509
penalized_cox,PopRI,mortality,all,all,16242,326,0.8531,1,0.8038,0.8965
penalized_cox,PopRI,mortality,all,all,16242,326,0.8531,2,0.8038,0.8965
penalized_cox,PopRI,mortality,all,all,16242,326,0.8531,7,0.8038,0.8965
penalized_cox,PopRI,mortality,all,all,16242,326,0.8531,14,0.8038,0.8965
penalized_cox,PopRI,mortality,all,all,16242,326,0.8531,30,0.8038,0.8965
penalized_cox,PopRI,mortality,all_eval_pop_normal,all,16218,323,0.8503,1,0.8023,0.8947
penalized_cox,PopRI,mortality,all_eval_pop_normal,all,16218,323,0.8503,2,0.8023,0.8947
penalized_cox,PopRI,mortality,all_eval_pop_normal,all,16218,323,0.8503,7,0.8023,0.8947
penalized_cox,PopRI,mortality,all_eval_pop_normal,all,16218,323,0.8503,14,0.8023,0.8947
penalized_cox,PopRI,mortality,all_eval_pop_normal,all,16218,323,0.8503,30,0.8023,0.8947
penalized_cox,PerRI,mortality,all,all,16242,326,0.7714,1,0.6933,0.8259
penalized_cox,PerRI,mortality,all,all,16242,326,0.7714,2,0.6933,0.8259
penalized_cox,PerRI,mortality,all,all,16242,326,0.7714,7,0.6933,0.8259
penalized_cox,PerRI,mortality,all,all,16242,326,0.7714,14,0.6933,0.8259
penalized_cox,PerRI,mortality,all,all,16242,326,0.7714,30,0.6933,0.8259
penalized_cox,PerRI,mortality,all_eval_pop_normal,all,16218,323,0.782,1,0.7135,0.841
penalized_cox,PerRI,mortality,all_eval_pop_normal,all,16218,323,0.782,2,0.7135,0.841
penalized_cox,PerRI,mortality,all_eval_pop_normal,all,16218,323,0.782,7,0.7135,0.841
penalized_cox,PerRI,mortality,all_eval_pop_normal,all,16218,323,0.782,14,0.7135,0.841
penalized_cox,PerRI,mortality,all_eval_pop_normal,all,16218,323,0.782,30,0.7135,0.841
penalized_cox,NORMA_334f7e21,mortality,all,all,16242,326,0.8363,1,0.7753,0.8803
penalized_cox,NORMA_334f7e21,mortality,all,all,16242,326,0.8363,2,0.7753,0.8803
penalized_cox,NORMA_334f7e21,mortality,all,all,16242,326,0.8363,7,0.7753,0.8803
penalized_cox,NORMA_334f7e21,mortality,all,all,16242,326,0.8363,14,0.7753,0.8803
penalized_cox,NORMA_334f7e21,mortality,all,all,16242,326,0.8363,30,0.7753,0.8803
penalized_cox,NORMA_334f7e21,mortality,all_eval_pop_normal,all,16218,323,0.838,1,0.779,0.8816
penalized_cox,NORMA_334f7e21,mortality,all_eval_pop_normal,all,16218,323,0.838,2,0.779,0.8816
penalized_cox,NORMA_334f7e21,mortality,all_eval_pop_normal,all,16218,323,0.838,7,0.779,0.8816
penalized_cox,NORMA_334f7e21,mortality,all_eval_pop_normal,all,16218,323,0.838,14,0.779,0.8816
penalized_cox,NORMA_334f7e21,mortality,all_eval_pop_normal,all,16218,323,0.838,30,0.779,0.8816
penalized_cox,PopRI,prolonged_los,all,all,16242,11449,0.6407,1,0.6348,0.6478
penalized_cox,PopRI,prolonged_los,all,all,16242,11449,0.6407,2,0.6348,0.6478
penalized_cox,PopRI,prolonged_los,all,all,16242,11449,0.6407,7,0.6348,0.6478
penalized_cox,PopRI,prolonged_los,all,all,16242,11449,0.6407,14,0.6348,0.6478
penalized_cox,PopRI,prolonged_los,all,all,16242,11449,0.6407,30,0.6348,0.6478
penalized_cox,PopRI,prolonged_los,all_eval_pop_normal,all,16226,11443,0.6407,1,0.6349,0.6472
penalized_cox,PopRI,prolonged_los,all_eval_pop_normal,all,16226,11443,0.6407,2,0.6349,0.6472
penalized_cox,PopRI,prolonged_los,all_eval_pop_normal,all,16226,11443,0.6407,7,0.6349,0.6472
penalized_cox,PopRI,prolonged_los,all_eval_pop_normal,all,16226,11443,0.6407,14,0.6349,0.6472
penalized_cox,PopRI,prolonged_los,all_eval_pop_normal,all,16226,11443,0.6407,30,0.6349,0.6472
penalized_cox,PerRI,prolonged_los,all,all,16242,11449,0.6384,1,0.6321,0.6443
penalized_cox,PerRI,prolonged_los,all,all,16242,11449,0.6384,2,0.6321,0.6443
penalized_cox,PerRI,prolonged_los,all,all,16242,11449,0.6384,7,0.6321,0.6443
penalized_cox,PerRI,prolonged_los,all,all,16242,11449,0.6384,14,0.6321,0.6443
penalized_cox,PerRI,prolonged_los,all,all,16242,11449,0.6384,30,0.6321,0.6443
penalized_cox,PerRI,prolonged_los,all_eval_pop_normal,all,16226,11443,0.6383,1,0.6326,0.6451
