analyte,age,method,ri_low,ri_high,ri_mid,n
ALB,45,NORMA,2.96,4.71,3.84,26
ALB,46,NORMA,2.98,4.69,3.84,20
ALB,47,NORMA,3.14,5.37,4.26,20
ALB,48,NORMA,2.88,4.65,3.76,20
ALB,49,NORMA,2.78,4.56,3.67,19
ALB,50,NORMA,2.87,4.71,3.79,35
ALB,51,NORMA,3.07,5.23,4.15,32
ALB,52,NORMA,2.89,5.04,3.96,30
ALB,53,NORMA,2.93,4.75,3.84,35
ALB,54,NORMA,2.83,5.08,3.95,45
ALB,55,NORMA,2.92,4.37,3.64,37
ALB,56,NORMA,2.73,4.71,3.72,42
ALB,57,NORMA,2.8,4.71,3.75,40
ALB,58,NORMA,2.85,4.83,3.84,41
ALB,59,NORMA,2.87,4.86,3.86,51
ALB,60,NORMA,2.76,4.49,3.62,42
ALB,61,NORMA,2.78,4.65,3.71,38
ALB,62,NORMA,2.97,4.66,3.82,52
ALB,63,NORMA,2.86,5.07,3.97,52
ALB,64,NORMA,2.95,4.79,3.87,49
ALB,65,NORMA,2.85,5.01,3.93,50
ALB,66,NORMA,2.85,4.51,3.68,53
ALB,67,NORMA,2.99,4.92,3.96,59
ALB,68,NORMA,2.92,4.99,3.95,59
ALB,69,NORMA,2.88,4.58,3.73,50
ALB,70,NORMA,2.86,4.47,3.66,39
ALB,71,NORMA,2.95,5.18,4.07,63
ALB,72,NORMA,2.97,4.61,3.79,47
ALB,73,NORMA,2.84,4.63,3.74,36
ALB,74,NORMA,2.93,4.53,3.73,38
ALB,75,NORMA,2.79,4.8,3.8,49
ALB,76,NORMA,2.89,4.64,3.76,53
ALB,77,NORMA,3.03,5.22,4.12,45
ALB,78,NORMA,3.04,5.37,4.21,29
ALB,79,NORMA,2.94,4.91,3.93,44
ALB,80,NORMA,2.73,4.62,3.68,30
ALB,81,NORMA,2.96,4.76,3.86,34
ALB,82,NORMA,2.9,4.63,3.77,30
ALB,83,NORMA,2.84,4.8,3.82,29
ALB,84,NORMA,2.92,4.77,3.84,30
ALB,85,NORMA,2.86,4.99,3.92,33
ALB,86,NORMA,2.88,5.09,3.98,22
ALB,87,NORMA,2.92,4.65,3.79,27
ALB,88,NORMA,2.83,4.81,3.82,15
ALB,89,NORMA,2.97,4.58,3.77,13
ALB,19,NORMA_q_age,3.02,4.43,3.72,5
ALB,21,NORMA_q_age,2.87,4.94,3.91,8
ALB,22,NORMA_q_age,3.14,4.46,3.8,9
ALB,23,NORMA_q_age,3.15,4.96,4.05,5
ALB,24,NORMA_q_age,2.82,4.84,3.83,10
ALB,25,NORMA_q_age,2.65,4.34,3.5,10
ALB,26,NORMA_q_age,2.86,4.31,3.59,8
ALB,27,NORMA_q_age,2.63,4.61,3.62,15
ALB,28,NORMA_q_age,2.97,4.23,3.6,9
ALB,29,NORMA_q_age,2.87,4.08,3.47,7
ALB,30,NORMA_q_age,2.98,5.24,4.11,18
ALB,31,NORMA_q_age,2.64,4.33,3.49,9
ALB,32,NORMA_q_age,2.78,4.63,3.7,15
ALB,33,NORMA_q_age,3.07,4.78,3.92,10
ALB,34,NORMA_q_age,2.89,4.9,3.9,18
ALB,35,NORMA_q_age,3.08,4.64,3.86,12
ALB,36,NORMA_q_age,2.85,4.42,3.64,16
ALB,37,NORMA_q_age,3.04,4.99,4.01,7
ALB,38,NORMA_q_age,2.88,4.57,3.73,12
ALB,39,NORMA_q_age,2.95,4.61,3.78,18
ALB,40,NORMA_q_age,2.92,4.71,3.81,8
ALB,41,NORMA_q_age,2.9,4.43,3.66,13
ALB,42,NORMA_q_age,2.99,4.96,3.97,17
ALB,43,NORMA_q_age,3.03,4.28,3.66,12
ALB,44,NORMA_q_age,3.04,4.7,3.87,19
ALB,45,NORMA_q_age,2.93,4.78,3.86,26
ALB,46,NORMA_q_age,2.97,4.71,3.84,20
ALB,47,NORMA_q_age,3.12,5.48,4.3,20
ALB,48,NORMA_q_age,2.88,4.82,3.85,20
ALB,49,NORMA_q_age,2.75,4.56,3.66,19
ALB,50,NORMA_q_age,2.9,4.66,3.78,35
ALB,51,NORMA_q_age,3.07,5.15,4.11,32
ALB,52,NORMA_q_age,2.89,5.0,3.94,30
ALB,53,NORMA_q_age,2.94,4.65,3.79,35
ALB,54,NORMA_q_age,2.84,5.03,3.93,45
ALB,55,NORMA_q_age,2.94,4.32,3.63,37
ALB,56,NORMA_q_age,2.75,4.66,3.71,42
ALB,57,NORMA_q_age,2.83,4.66,3.74,40
ALB,58,NORMA_q_age,2.85,4.82,3.83,41
ALB,59,NORMA_q_age,2.89,4.83,3.86,51
ALB,60,NORMA_q_age,2.77,4.54,3.65,42
ALB,61,NORMA_q_age,2.77,4.68,3.73,38
ALB,62,NORMA_q_age,2.95,4.75,3.85,52
ALB,63,NORMA_q_age,2.87,5.11,3.99,52
ALB,64,NORMA_q_age,2.95,4.9,3.93,49
ALB,65,NORMA_q_age,2.86,5.05,3.96,50
ALB,66,NORMA_q_age,2.84,4.59,3.71,53
ALB,67,NORMA_q_age,2.99,5.02,4.0,59
ALB,68,NORMA_q_age,2.91,5.03,3.97,59
ALB,69,NORMA_q_age,2.87,4.59,3.73,50
ALB,70,NORMA_q_age,2.87,4.41,3.64,39
ALB,71,NORMA_q_age,2.96,5.09,4.02,63
ALB,72,NORMA_q_age,2.97,4.56,3.76,47
ALB,73,NORMA_q_age,2.83,4.45,3.64,36
ALB,74,NORMA_q_age,2.92,4.38,3.65,38
ALB,75,NORMA_q_age,2.79,4.72,3.76,49
ALB,76,NORMA_q_age,2.89,4.54,3.72,53
ALB,77,NORMA_q_age,3.02,5.06,4.04,45
ALB,78,NORMA_q_age,3.02,5.26,4.14,29
ALB,79,NORMA_q_age,2.94,4.77,3.85,44
ALB,80,NORMA_q_age,2.75,4.91,3.83,30
ALB,81,NORMA_q_age,2.98,4.84,3.91,34
ALB,82,NORMA_q_age,2.89,4.77,3.83,30
ALB,83,NORMA_q_age,2.86,4.82,3.84,29
ALB,84,NORMA_q_age,2.91,4.89,3.9,30
ALB,85,NORMA_q_age,2.89,5.13,4.01,33
ALB,86,NORMA_q_age,2.92,5.23,4.08,22
ALB,87,NORMA_q_age,2.94,4.85,3.89,27
ALB,88,NORMA_q_age,2.86,5.03,3.95,15
ALB,89,NORMA_q_age,2.97,4.67,3.82,13
ALB,19,NORMA_334f7e21,3.08,4.42,3.75,5
ALB,21,NORMA_334f7e21,2.99,5.11,4.05,8
ALB,22,NORMA_334f7e21,3.21,4.5,3.86,9
ALB,23,NORMA_334f7e21,3.19,4.68,3.93,5
ALB,24,NORMA_334f7e21,2.91,4.66,3.78,10
ALB,25,NORMA_334f7e21,2.74,4.44,3.59,10
ALB,26,NORMA_334f7e21,2.9,4.31,3.61,8
ALB,27,NORMA_334f7e21,2.7,4.59,3.64,15
ALB,28,NORMA_334f7e21,3.01,4.26,3.63,9
ALB,29,NORMA_334f7e21,2.92,4.13,3.53,7
ALB,30,NORMA_334f7e21,3.04,4.99,4.01,18
ALB,31,NORMA_334f7e21,2.7,4.42,3.56,9
ALB,32,NORMA_334f7e21,2.87,4.65,3.76,15
ALB,33,NORMA_334f7e21,3.17,5.08,4.13,10
ALB,34,NORMA_334f7e21,2.98,5.15,4.07,18
ALB,35,NORMA_334f7e21,3.19,4.63,3.91,12
ALB,36,NORMA_334f7e21,2.91,4.75,3.83,16
ALB,37,NORMA_334f7e21,3.08,4.99,4.03,7
ALB,38,NORMA_334f7e21,2.96,4.78,3.87,12
ALB,39,NORMA_334f7e21,3.02,4.76,3.89,18
ALB,40,NORMA_334f7e21,2.97,4.55,3.76,8
ALB,41,NORMA_334f7e21,2.94,4.33,3.64,13
ALB,42,NORMA_334f7e21,3.06,4.87,3.97,17
ALB,43,NORMA_334f7e21,3.08,4.27,3.67,12
ALB,44,NORMA_334f7e21,3.08,4.54,3.81,19
ALB,45,NORMA_334f7e21,2.99,4.71,3.85,26
ALB,46,NORMA_334f7e21,3.02,4.6,3.81,20
ALB,47,NORMA_334f7e21,3.19,5.33,4.26,20
ALB,48,NORMA_334f7e21,2.97,4.76,3.87,20
ALB,49,NORMA_334f7e21,2.84,4.47,3.65,19
ALB,50,NORMA_334f7e21,2.95,4.75,3.85,35
ALB,51,NORMA_334f7e21,3.12,5.12,4.12,32
ALB,52,NORMA_334f7e21,2.93,4.93,3.93,30
ALB,53,NORMA_334f7e21,3.01,4.77,3.89,35
ALB,54,NORMA_334f7e21,2.89,5.03,3.96,45
ALB,55,NORMA_334f7e21,2.97,4.34,3.65,37
ALB,56,NORMA_334f7e21,2.81,4.68,3.75,42
ALB,57,NORMA_334f7e21,2.87,4.67,3.77,40
ALB,58,NORMA_334f7e21,2.9,4.82,3.86,41
ALB,59,NORMA_334f7e21,2.93,4.84,3.88,51
ALB,60,NORMA_334f7e21,2.81,4.53,3.67,42
ALB,61,NORMA_334f7e21,2.81,4.59,3.7,38
ALB,62,NORMA_334f7e21,2.99,4.68,3.84,52
ALB,63,NORMA_334f7e21,2.89,4.98,3.93,52
ALB,64,NORMA_334f7e21,3.0,4.92,3.96,49
ALB,65,NORMA_334f7e21,2.89,4.96,3.92,50
ALB,66,NORMA_334f7e21,2.87,4.54,3.71,53
ALB,67,NORMA_334f7e21,3.03,5.03,4.03,59
ALB,68,NORMA_334f7e21,2.94,4.92,3.93,59
ALB,69,NORMA_334f7e21,2.91,4.56,3.73,50
ALB,70,NORMA_334f7e21,2.9,4.46,3.68,39
ALB,71,NORMA_334f7e21,2.99,5.16,4.08,63
ALB,72,NORMA_334f7e21,3.0,4.54,3.77,47
ALB,73,NORMA_334f7e21,2.88,4.58,3.73,36
ALB,74,NORMA_334f7e21,2.98,4.5,3.74,38
ALB,75,NORMA_334f7e21,2.85,4.83,3.84,49
ALB,76,NORMA_334f7e21,2.94,4.6,3.77,53
ALB,77,NORMA_334f7e21,3.03,5.07,4.05,45
ALB,78,NORMA_334f7e21,3.06,5.25,4.16,29
ALB,79,NORMA_334f7e21,2.98,4.94,3.96,44
ALB,80,NORMA_334f7e21,2.82,4.88,3.85,30
ALB,81,NORMA_334f7e21,3.04,4.89,3.96,34
ALB,82,NORMA_334f7e21,2.96,4.69,3.82,30
ALB,83,NORMA_334f7e21,2.9,4.79,3.85,29
ALB,84,NORMA_334f7e21,2.98,4.9,3.94,30
ALB,85,NORMA_334f7e21,2.96,5.31,4.13,33
ALB,86,NORMA_334f7e21,2.99,5.51,4.25,22
ALB,87,NORMA_334f7e21,3.01,4.81,3.91,27
ALB,88,NORMA_334f7e21,2.91,4.93,3.92,15
ALB,89,NORMA_334f7e21,3.02,4.65,3.83,13
ALP,18,NORMA_q_age_set_co,71.87,115.6,93.73,7
ALP,19,NORMA_q_age_set_co,72.88,103.29,88.08,8
ALP,21,NORMA_q_age_set_co,76.22,120.63,98.42,6
ALP,22,NORMA_q_age_set_co,67.76,117.66,92.71,5
ALP,23,NORMA_q_age_set_co,70.54,107.99,89.27,5
ALP,25,NORMA_q_age_set_co,73.8,118.26,96.03,9
ALP,26,NORMA_q_age_set_co,57.78,104.55,81.16,6
ALP,27,NORMA_q_age_set_co,57.11,97.4,77.25,12
ALP,28,NORMA_q_age_set_co,66.81,115.58,91.19,9
ALP,29,NORMA_q_age_set_co,53.2,119.45,86.33,12
ALP,30,NORMA_q_age_set_co,64.44,107.06,85.75,15
ALP,31,NORMA_q_age_set_co,74.06,117.89,95.97,9
ALP,32,NORMA_q_age_set_co,60.54,97.09,78.82,14
ALP,33,NORMA_q_age_set_co,65.29,106.03,85.66,9
ALP,34,NORMA_q_age_set_co,59.48,107.84,83.66,12
ALP,35,NORMA_q_age_set_co,67.87,125.02,96.44,10
ALP,36,NORMA_q_age_set_co,57.82,112.68,85.25,11
ALP,37,NORMA_q_age_set_co,56.61,95.73,76.17,11
ALP,38,NORMA_q_age_set_co,74.78,121.12,97.95,14
ALP,39,NORMA_q_age_set_co,63.47,105.66,84.56,19
ALP,40,NORMA_q_age_set_co,42.38,122.85,82.62,12
ALP,41,NORMA_q_age_set_co,72.47,116.32,94.39,16
ALP,42,NORMA_q_age_set_co,69.43,112.53,90.98,20
ALP,43,NORMA_q_age_set_co,74.89,117.22,96.05,11
ALP,44,NORMA_q_age_set_co,64.78,109.2,86.99,13
ALP,45,NORMA_q_age_set_co,71.91,117.57,94.74,21
ALP,46,NORMA_q_age_set_co,64.34,100.39,82.36,24
ALP,47,NORMA_q_age_set_co,61.18,109.45,85.31,24
ALP,48,NORMA_q_age_set_co,60.17,106.12,83.14,25
ALP,49,NORMA_q_age_set_co,74.28,118.85,96.56,22
ALP,50,NORMA_q_age_set_co,61.67,113.45,87.56,27
ALP,51,NORMA_q_age_set_co,68.0,116.71,92.36,32
ALP,52,NORMA_q_age_set_co,64.85,117.12,90.98,30
ALP,53,NORMA_q_age_set_co,64.91,110.87,87.89,44
ALP,54,NORMA_q_age_set_co,63.35,112.17,87.76,45
ALP,55,NORMA_q_age_set_co,60.3,115.1,87.7,47
ALP,56,NORMA_q_age_set_co,66.96,110.71,88.84,43
ALP,57,NORMA_q_age_set_co,65.62,107.87,86.75,47
ALP,58,NORMA_q_age_set_co,70.65,114.28,92.46,54
ALP,59,NORMA_q_age_set_co,69.51,112.66,91.08,46
ALP,60,NORMA_q_age_set_co,56.44,97.64,77.04,42
ALP,61,NORMA_q_age_set_co,68.58,114.91,91.74,58
ALP,62,NORMA_q_age_set_co,60.54,117.3,88.92,45
ALP,63,NORMA_q_age_set_co,63.09,115.23,89.16,58
ALP,64,NORMA_q_age_set_co,65.36,109.54,87.45,53
ALP,65,NORMA_q_age_set_co,65.95,112.22,89.09,47
ALP,66,NORMA_q_age_set_co,63.78,108.69,86.24,59
ALP,67,NORMA_q_age_set_co,58.48,107.24,82.86,52
ALP,68,NORMA_q_age_set_co,55.8,101.48,78.64,43
ALP,69,NORMA_q_age_set_co,67.74,114.48,91.11,41
ALP,70,NORMA_q_age_set_co,63.31,104.69,84.0,51
ALP,71,NORMA_q_age_set_co,69.31,118.33,93.82,51
ALP,72,NORMA_q_age_set_co,61.13,107.62,84.37,47
ALP,73,NORMA_q_age_set_co,61.65,106.51,84.08,44
ALP,74,NORMA_q_age_set_co,52.97,97.75,75.36,39
ALP,75,NORMA_q_age_set_co,62.92,105.88,84.4,49
ALP,76,NORMA_q_age_set_co,61.01,107.96,84.48,43
ALP,77,NORMA_q_age_set_co,69.52,113.42,91.47,37
ALP,78,NORMA_q_age_set_co,63.76,106.49,85.12,49
ALP,79,NORMA_q_age_set_co,55.56,100.7,78.13,40
ALP,80,NORMA_q_age_set_co,64.57,108.23,86.4,31
ALP,81,NORMA_q_age_set_co,55.44,103.11,79.28,21
ALP,82,NORMA_q_age_set_co,60.65,108.28,84.47,31
ALP,83,NORMA_q_age_set_co,59.25,107.02,83.13,38
ALP,84,NORMA_q_age_set_co,64.73,110.28,87.5,31
ALP,85,NORMA_q_age_set_co,60.16,102.42,81.29,20
ALP,86,NORMA_q_age_set_co,58.06,103.68,80.87,16
ALP,87,NORMA_q_age_set_co,63.01,98.78,80.89,17
ALP,88,NORMA_q_age_set_co,61.14,104.5,82.82,18
ALP,89,NORMA_q_age_set_co,57.95,110.13,84.04,15
ALP,18,NORMA,67.81,117.35,92.58,7
ALP,19,NORMA,68.77,101.8,85.28,8
ALP,21,NORMA,61.98,118.52,90.25,6
ALP,22,NORMA,58.67,126.01,92.34,5
ALP,23,NORMA,62.82,109.54,86.18,5
ALP,25,NORMA,55.18,119.53,87.35,9
ALP,26,NORMA,47.1,110.67,78.89,6
ALP,27,NORMA,53.41,100.56,76.98,12
ALP,28,NORMA,48.12,119.51,83.81,9
ALP,29,NORMA,27.45,125.74,76.59,12
ALP,30,NORMA,55.04,111.68,83.36,15
ALP,31,NORMA,67.54,122.26,94.9,9
ALP,32,NORMA,38.18,103.02,70.6,14
ALP,33,NORMA,60.95,102.65,81.8,9
ALP,34,NORMA,53.46,106.04,79.75,12
ALP,35,NORMA,57.93,126.24,92.09,10
ALP,36,NORMA,50.84,110.83,80.83,11
ALP,37,NORMA,45.95,99.85,72.9,11
ALP,38,NORMA,62.22,122.97,92.59,14
ALP,39,NORMA,42.75,106.08,74.42,19
ALP,40,NORMA,31.05,122.6,76.82,12
ALP,41,NORMA,48.88,122.36,85.62,16
ALP,42,NORMA,53.5,109.72,81.61,20
ALP,43,NORMA,63.82,118.67,91.25,11
ALP,44,NORMA,52.93,113.41,83.17,13
ALP,45,NORMA,38.34,117.18,77.76,21
ALP,46,NORMA,54.99,105.54,80.27,24
ALP,47,NORMA,47.25,119.11,83.18,24
ALP,48,NORMA,41.92,111.37,76.65,25
ALP,49,NORMA,57.7,123.16,90.43,22
ALP,50,NORMA,54.3,113.31,83.8,27
ALP,51,NORMA,53.14,118.37,85.76,32
ALP,52,NORMA,49.51,125.64,87.57,30
ALP,53,NORMA,57.82,111.74,84.78,44
ALP,54,NORMA,53.44,114.4,83.92,45
ALP,55,NORMA,44.16,114.56,79.36,47
ALP,56,NORMA,59.86,110.63,85.24,43
ALP,57,NORMA,55.88,110.8,83.34,47
ALP,58,NORMA,61.54,114.37,87.95,54
ALP,59,NORMA,59.45,112.78,86.12,46
ALP,60,NORMA,46.05,98.95,72.5,42
ALP,61,NORMA,55.19,113.82,84.51,58
ALP,62,NORMA,54.51,117.21,85.86,45
ALP,63,NORMA,52.53,115.83,84.18,58
ALP,64,NORMA,57.5,109.82,83.66,53
ALP,65,NORMA,56.74,111.93,84.34,47
ALP,66,NORMA,52.99,109.78,81.39,59
ALP,67,NORMA,50.68,109.29,79.99,52
ALP,68,NORMA,50.68,104.24,77.46,43
ALP,69,NORMA,61.74,116.14,88.94,41
ALP,70,NORMA,54.14,108.04,81.09,51
ALP,71,NORMA,59.65,120.2,89.93,51
ALP,72,NORMA,51.74,105.21,78.47,47
ALP,73,NORMA,54.0,106.9,80.45,44
ALP,74,NORMA,45.22,103.3,74.26,39
ALP,75,NORMA,55.49,109.26,82.37,49
ALP,76,NORMA,50.2,109.8,80.0,43
ALP,77,NORMA,62.11,115.24,88.68,37
ALP,78,NORMA,56.57,108.37,82.47,49
ALP,79,NORMA,48.45,105.64,77.04,40
ALP,80,NORMA,58.09,105.67,81.88,31
ALP,81,NORMA,47.83,99.64,73.74,21
ALP,82,NORMA,50.52,107.84,79.18,31
ALP,83,NORMA,49.24,106.52,77.88,38
ALP,84,NORMA,52.37,108.79,80.58,31
ALP,85,NORMA,54.34,107.86,81.1,20
ALP,86,NORMA,49.16,105.15,77.15,16
ALP,87,NORMA,59.52,98.06,78.79,17
ALP,88,NORMA,51.9,103.2,77.55,18
ALP,89,NORMA,49.96,112.88,81.42,15
ALP,18,NORMA_q_age,67.69,116.58,92.13,7
ALP,19,NORMA_q_age,69.38,102.14,85.76,8
ALP,21,NORMA_q_age,64.42,117.42,90.92,6
ALP,22,NORMA_q_age,62.24,119.66,90.95,5
ALP,23,NORMA_q_age,63.92,108.64,86.28,5
ALP,25,NORMA_q_age,56.96,117.81,87.38,9
ALP,26,NORMA_q_age,53.98,111.17,82.57,6
ALP,27,NORMA_q_age,52.72,102.18,77.45,12
ALP,28,NORMA_q_age,44.92,122.32,83.62,9
ALP,29,NORMA_q_age,39.7,126.24,82.97,12
ALP,30,NORMA_q_age,53.54,114.32,83.93,15
ALP,31,NORMA_q_age,64.63,123.55,94.09,9
ALP,32,NORMA_q_age,41.62,104.36,72.99,14
ALP,33,NORMA_q_age,56.86,106.85,81.86,9
ALP,34,NORMA_q_age,44.53,102.21,73.37,12
ALP,35,NORMA_q_age,55.35,128.69,92.02,10
ALP,36,NORMA_q_age,49.58,114.12,81.85,11
ALP,37,NORMA_q_age,45.71,101.38,73.55,11
ALP,38,NORMA_q_age,60.64,124.3,92.47,14
ALP,39,NORMA_q_age,36.59,103.85,70.22,19
ALP,40,NORMA_q_age,37.5,120.66,79.08,12
ALP,41,NORMA_q_age,48.25,121.19,84.72,16
ALP,42,NORMA_q_age,56.44,110.57,83.51,20
ALP,43,NORMA_q_age,63.8,120.13,91.97,11
ALP,44,NORMA_q_age,53.53,113.97,83.75,13
ALP,45,NORMA_q_age,43.01,116.68,79.85,21
ALP,46,NORMA_q_age,54.98,105.68,80.33,24
ALP,47,NORMA_q_age,46.11,119.09,82.6,24
ALP,48,NORMA_q_age,42.49,109.86,76.18,25
ALP,49,NORMA_q_age,55.39,123.17,89.28,22
ALP,50,NORMA_q_age,53.3,117.41,85.35,27
ALP,51,NORMA_q_age,52.34,120.72,86.53,32
ALP,52,NORMA_q_age,49.45,124.09,86.77,30
ALP,53,NORMA_q_age,57.38,113.45,85.41,44
ALP,54,NORMA_q_age,51.73,115.46,83.59,45
ALP,55,NORMA_q_age,44.56,116.95,80.76,47
ALP,56,NORMA_q_age,57.98,112.31,85.14,43
ALP,57,NORMA_q_age,54.09,112.77,83.43,47
ALP,58,NORMA_q_age,61.67,116.12,88.89,54
ALP,59,NORMA_q_age,57.47,113.83,85.65,46
ALP,60,NORMA_q_age,43.07,100.32,71.69,42
ALP,61,NORMA_q_age,52.49,116.09,84.29,58
ALP,62,NORMA_q_age,52.12,120.72,86.42,45
ALP,63,NORMA_q_age,50.11,118.96,84.53,58
ALP,64,NORMA_q_age,55.17,112.29,83.73,53
ALP,65,NORMA_q_age,56.9,113.12,85.01,47
ALP,66,NORMA_q_age,50.93,111.4,81.17,59
ALP,67,NORMA_q_age,48.18,110.88,79.53,52
ALP,68,NORMA_q_age,50.67,106.86,78.77,43
ALP,69,NORMA_q_age,60.13,116.7,88.41,41
ALP,70,NORMA_q_age,54.14,107.68,80.91,51
ALP,71,NORMA_q_age,60.17,119.53,89.85,51
ALP,72,NORMA_q_age,52.0,105.9,78.95,47
ALP,73,NORMA_q_age,53.73,107.27,80.5,44
ALP,74,NORMA_q_age,46.08,103.2,74.64,39
ALP,75,NORMA_q_age,55.43,110.08,82.75,49
